time,assetCode,assetName_x,universe,volume,close,open,returnsClosePrevRaw1,returnsOpenPrevRaw1,returnsClosePrevMktres1,returnsOpenPrevMktres1,returnsClosePrevRaw10,returnsOpenPrevRaw10,returnsClosePrevMktres10,returnsOpenPrevMktres10,returnsOpenNextMktres10,sourceTimestamp,firstCreated,sourceId,headline,urgency,takeSequence,provider,subjects,audiences,bodySize,companyCount,headlineTag,marketCommentary,sentenceCount,wordCount,assetCodes,assetName_y,firstMentionSentence,relevance,sentimentClass,sentimentNegative,sentimentNeutral,sentimentPositive,sentimentWordCount,noveltyCount12H,noveltyCount24H,noveltyCount3D,noveltyCount5D,noveltyCount7D,volumeCounts12H,volumeCounts24H,volumeCounts3D,volumeCounts5D,volumeCounts7D
2007-02-01,ADBE.O,Adobe Systems Inc,1.0,4664955.0,38.76,38.91,-0.0028299459737586297,0.0007716049382715529,,,0.0049261083743841185,-0.014936708860759597,,,0.010287212322052168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-02-01,ADCT.O,CommScope Connectivity LLC,1.0,2469603.0,16.44,16.19,0.018587360594795488,-0.0012338062924120985,,,0.09600000000000007,0.09318028359216757,,,0.05266762764605632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-02-01,ADI.N,Analog Devices Inc,1.0,3737000.0,33.1,32.75,0.010687022900765621,0.0021419828641360272,,,0.0125420617926002,-0.0042566129522667575,,,-0.010781727530298496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-02-01,ADM.N,Archer Daniels Midland Co,1.0,20659600.0,35.47,34.88,0.10843750000000063,0.107301587301585,,,0.15537459283387656,0.12880258899676233,,,-0.006716182604720497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-02-01,ADP.N,Automatic Data Processing Inc,1.0,3388600.0,48.5,48.3,0.01634534786253283,0.022655092102478847,,,0.0058067192036526105,-0.006785934608267596,,,0.03065592560236525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-02-01,ADS.N,Alliance Data Systems Corp,1.0,2963800.0,66.2,68.0,-0.025467392904460096,0.018726591760298783,,,0.036642655809582925,0.06266604156899548,,,-0.04295065463948902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-02-01,ADSK.O,Autodesk Inc,1.0,1893829.0,44.26,43.74,0.01235132662397076,0.005286141116984665,,,0.027152471571129988,-0.0029633006610438888,,,-0.0561257086174653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-02-01,ADTN.O,ADTRAN Inc,1.0,1019674.0,22.23,22.16,0.003158844765341229,-0.015111111111110631,,,0.005427408412479462,-0.006723442402509661,,,0.06473405462393945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-02-01,AEA.N,Advance America Cash Advance Centers Inc,0.0,185900.0,14.03,14.03,0.00501432664756396,0.005734767025089127,,,0.024087591240876227,0.00501432664756396,,,0.030225939486907893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-02-01,AEE.N,Ameren Corp,1.0,589200.0,53.54,53.24,0.008096403690453835,0.009671913521717146,,,0.015361274416840988,0.007379375591296533,,,-0.009333113864284415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-02-01,AEG.N,Aegon NV,1.0,272700.0,19.99,19.91,0.01163967611336525,0.02102564102563753,,,0.0045226130653301935,0.004540867810288507,,,-0.014691112615192731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-02-01,AEIS.O,Advanced Energy Industries Inc,0.0,353504.0,17.77,17.43,0.02538949798038081,0.024691358024691246,,,0.052101835405565344,0.02108963093145877,,,0.08530174821992477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-02-01,AEL.N,American Equity Investment Life Holding Co,0.0,926900.0,13.12,12.82,0.024199843871974158,-0.013086989992303287,,,-0.0037965072133672173,-0.036090225563910616,,,0.033978362581013874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-02-01,AEOS.O,American Eagle Outfitters Inc,1.0,3780100.0,32.86,32.5,0.014823965410749372,0.03404390709513505,,,-0.03749267721148086,-0.04186320754717021,,,-0.04812085191145528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-02-01,AEP.N,American Electric Power Company Inc,1.0,3413000.0,43.7,43.63,0.0039053526303698405,-0.00045819014891024246,,,0.042213212497018926,0.03339649455234661,,,0.045921022862694935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-02-01,AER.N,AerCap Holdings NV,0.0,171800.0,26.86,26.6,0.011676082862523527,0.008722032612817676,,,0.033076923076923004,0.010638297872340495,,,-0.03919821802482745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-02-01,AES.N,AES Corp,1.0,3599700.0,20.65,20.73,-0.0067340067340123655,0.0004826254826231224,,,-0.008641382621221827,-0.014265335235377876,,,0.06279278897128808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-02-01,AET.N,Aetna Inc,1.0,2206200.0,42.28,42.16,0.002846299810244979,0.008612440191387849,,,0.01075782930910707,0.012244897959184264,,,0.04028690339954865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-02-01,AF.N,Astoria Financial Corp,1.0,1298300.0,29.58,29.61,-0.00033795201081510134,-0.002358490566037319,,,-0.0016874789065168814,0.00338868180278018,,,-0.009457438913965423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-02-01,AFFX.O,Affymetrix Inc,1.0,1623166.0,25.87,25.07,0.03687374749499006,0.013748483623129859,,,0.05376782077393072,0.004809619238477003,,,0.05630147700108914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-02-01,AFG.N,American Financial Group Inc,1.0,602400.0,35.86,35.39,0.01528878822197144,0.0,,,0.016728097533317277,0.0016982734220203355,,,0.00804607604087804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-02-01,AFL.N,Aflac Inc,1.0,2405700.0,48.48,47.6,0.01827347195967155,0.0071942446043147265,,,0.011475067807221295,-0.01162790697674432,,,-0.028559682421025606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-02-01,AFR.N,American Financial Realty Trust,0.0,864300.0,11.26,11.21,0.007155635062603859,0.0008928571428594713,,,0.008057296329448516,0.00809352517985973,,,0.014223632611390112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-02-01,AG.N,First Majestic Silver Corp,1.0,1520000.0,34.91,34.15,0.027671474830731846,0.007374631268437738,,,0.08550995024875663,0.060888474681578326,,,0.06013759901281874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-02-01,AGE.N,A G Edwards Inc,1.0,454100.0,66.93,66.6,0.010874490258269144,0.021785823872353616,,,-0.003276247207744109,-0.015521064301552534,,,-0.00972711786008458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-02-01,AGN.N,Allergan plc,1.0,1436500.0,117.81,116.76,0.009425070688030336,0.036576704545455696,,,0.0016153715354518814,-0.0036692550558924397,,,-0.04802595716620967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-02-01,AGU.N,Agrium Inc,1.0,2034900.0,34.91,34.91,0.006632064590541331,0.018972562755397385,,,0.038678964593869436,0.038061254831993414,,,0.07222577734537877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-02-01,AH.N,R1 RCM Inc,1.0,2858000.0,63.0,61.95,0.04132231404958686,0.035953177257525226,,,0.042011247105524285,0.017408441451798318,,,0.027103452789884814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-02-01,AHG.N,Apria Healthcare Group Inc,0.0,1158300.0,27.36,27.77,-0.014764133957508084,0.0021652832912304465,,,-0.03560098695805436,-0.026979677645409983,,,0.11447514924652714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-02-01,AHL.N,Aspen Insurance Holdings Ltd,0.0,887400.0,26.0,25.62,0.01483216237314311,0.0031323414252175663,,,0.0034735623311421553,-0.01271676300577762,,,0.02795931470057593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-02-01,AHS.N,AMN Healthcare Services Inc,0.0,329700.0,26.32,25.9,0.01700154559505407,0.03475829005193765,,,0.011918492887351029,-0.04002965159377325,,,0.0009308578920908699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-02-01,AHT.N,Ashford Hospitality Trust Inc,0.0,451000.0,12.73,12.36,0.034118602761982635,0.004878048780488253,,,0.05730897009966784,0.028286189683861318,,,-0.01918404993552373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-02-01,AIN.N,Albany International Corp,0.0,117700.0,34.29,33.94,0.010312315851503271,0.0029550827423152626,,,0.04894463138574423,0.03950995405819113,,,-0.01863635276680352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-02-01,AINV.O,Apollo Investment Corp,1.0,961700.0,22.32,22.23,0.005405405405405572,0.003611738148984189,,,0.018248175182482118,0.0058823529411753395,,,0.03820362342774608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-02-01,AIR.N,AAR Corp,0.0,967200.0,29.36,29.76,-0.01443437395099101,0.05159010600706715,,,0.03343892995424058,0.04019573575672819,,,0.04098328922761161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-02-01,AIT.N,Applied Industrial Technologies Inc,0.0,274400.0,25.1,24.56,0.02365415986949615,0.01487603305785412,,,0.038907284768211266,-0.0040551500405515695,,,-0.02410210550507713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-02-01,AIV.N,Apartment Investment and Management Co,1.0,858000.0,62.59,62.63,-0.0006386715631484519,0.008859536082474584,,,0.039873733178269255,0.04907872696817495,,,-0.031623802252109104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-02-01,AIZ.N,Assurant Inc,1.0,1020600.0,56.36,55.57,0.01403382511694895,-0.0023339317773800605,,,-0.007746478873239981,-0.020792951541851123,,,-0.03934266550880701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-02-01,AJG.N,Arthur J Gallagher & Co,1.0,990800.0,28.77,28.75,0.003487966515522745,-0.014398354473773913,,,0.006295907660023303,0.0013932427725535936,,,0.0015895961855588187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-02-01,AKAM.O,Akamai Technologies Inc,1.0,2801000.0,55.51,56.61,-0.011925952296190869,0.016520021547854258,,,0.05052990158970472,0.06469813804777136,,,0.013803955065838541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-02-01,AKR.N,Acadia Realty Trust,0.0,251000.0,26.04,25.79,0.013623978201636078,0.006242684354268668,,,0.025196850393698345,0.013757861635214974,,,0.05449735314401132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-02-01,AKS.N,AK Steel Holding Corp,1.0,3464400.0,21.69,21.31,0.030893536121670895,0.00995260663507147,,,0.30978260869565144,0.2661913250148562,,,0.0425680091434724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-02-01,ALB.N,Albemarle Corp,0.0,327400.0,79.25,78.5,0.016286227237752415,-0.0019071837253665789,,,0.08844938882021758,0.08186328555678002,,,0.04409827405100527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-02-01,ALD.N,Allied Capital Corp,1.0,1543900.0,29.81,29.0,0.032917532917533084,0.020767335445267987,,,0.00505731625084116,-0.014276002719238125,,,0.0007909151431383715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-02-01,ALGN.O,Align Technology Inc,0.0,1826049.0,16.61,16.03,0.003019323671497709,-0.029661016949152463,,,0.15749128919860622,0.12176347095871255,,,0.06345132762466761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-02-01,ALK.N,Alaska Air Group Inc,1.0,390700.0,42.83,42.96,-0.0004667444574102396,0.026032959159302704,,,0.015169471438729818,0.01225259189443939,,,0.005669115671887857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-02-01,ALL.N,Allstate Corp,1.0,5705700.0,61.0,60.25,0.013962765957447498,-0.021915584415584388,,,-0.050879103780924084,-0.0657466273840912,,,0.015605633860541987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-02-01,ALNY.O,Alnylam Pharmaceuticals Inc,0.0,145260.0,21.37,21.28,0.0061205273069682145,0.011406844106463865,,,-0.001868285847734685,-0.022952355153145757,,,-0.06834401255690785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-02-01,ALO.N,Alio Gold Inc,0.0,661800.0,27.97,27.75,0.015245009074410062,0.014625228519195456,,,0.0955738347042694,0.09510655090765584,,,0.00843310781909593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-02-01,ALTR.O,Altair Engineering Inc,1.0,3545951.0,20.22,20.15,0.008478802992518242,0.011546184738955743,,,0.031632653061223204,0.023362112747587597,,,0.02226647695668133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-02-01,ALU.N,Alcatel Lucent SA,1.0,7703200.0,12.84,12.85,-0.012307692307685912,0.00863422291994076,,,-0.10647181628391944,-0.10515320334261367,,,0.004881084191815526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-02-01,ALV.N,Autoliv Inc,1.0,410100.0,61.03,60.4,0.01143520053032798,0.006498916847191616,,,0.0016412276382746782,-0.004639122807511997,,,-0.030566209001186742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-02-01,ALXN.O,Alexion Pharmaceuticals Inc,0.0,670027.0,42.43,41.77,0.02068799615107042,0.016549038695546248,,,0.009757258448357842,-0.011360946745562095,,,-0.07850396044182026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-02-01,AMAT.O,Applied Materials Inc,1.0,22197983.0,17.94,17.77,0.011844331641283068,0.00395480225988365,,,-0.016986301369864454,-0.028961748633881013,,,0.03658375291895702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-02-01,AMD.N,Advanced Micro Devices Inc,1.0,23451900.0,15.77,15.65,0.014147909967845653,-0.01137081490840175,,,-0.11997767857142873,-0.128619153674833,,,-0.07327913077251334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-02-01,AME.N,Ametek Inc,1.0,332900.0,34.75,34.86,0.00259665320253899,0.01573426573426584,,,0.09070935342122,0.08598130841121332,,,0.0252678919446666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-02-01,AMED.O,Amedisys Inc,0.0,464275.0,33.0,32.35,0.021039603960395947,0.032556654963294074,,,0.051290219815227855,0.008730901153726213,,,0.019304509794779573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-02-01,AMG.N,Affiliated Managers Group Inc,0.0,481100.0,113.42,114.0,0.0181328545780981,0.03532830805558107,,,0.05242646376543103,0.05011053795135667,,,-0.1018736867679533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-02-01,AMGN.O,Amgen Inc,1.0,13781108.0,69.49,70.19,-0.012505328975414898,-0.002982954545455496,,,-0.056995521780431435,-0.04968860005415665,,,-0.02521685703522876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-02-01,AMKR.O,Amkor Technology Inc,1.0,1982594.0,10.83,10.6,0.028490028490028463,0.00760456273764265,,,0.04738878143133474,0.017176854428557764,,,0.04839785517506028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-02-01,AMLN.O,Amylin Pharmaceuticals LLC,1.0,2756350.0,38.5,38.75,-0.008498583569405027,-0.007682458386683687,,,-0.053356282271945,-0.053261666259467384,,,0.016360210969368273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-02-01,AMMD.O,Astora Women's Health Holdings LLC,0.0,419510.0,20.24,20.05,0.016574585635358963,0.010075566750629594,,,0.014028056112224352,0.009566968781470342,,,0.04972758595927501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-02-01,AMP.N,Ameriprise Financial Inc,1.0,990600.0,59.04,58.96,0.0032285471537809585,0.013732720224412851,,,0.026025240939928862,0.018100751593874254,,,0.029932975403085905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-02-01,AMT.N,American Tower Corp,1.0,2217500.0,40.02,39.99,0.004770273663066593,0.007812499999999335,,,0.007806597834298045,0.0025068939583849925,,,0.003640317326590344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-02-01,AMTD.O,TD Ameritrade Holding Corp,1.0,3310528.0,17.71,17.75,0.001130582249859291,0.031976744186046124,,,0.008542141230069467,0.008522727272728403,,,-0.05704695795107938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-02-01,AMX.N,America Movil SAB de CV,1.0,5528900.0,44.87,44.97,0.011496844003604512,0.033555504481727505,,,0.0439739413680742,0.0208853575482435,,,0.0437954647883224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-02-01,AMZN.O,Amazon.com Inc,1.0,26356712.0,38.7,37.95,0.027342713034244737,0.02706359945872805,,,0.046511627906976834,0.020435600968002232,,,0.052946043431398714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-02-01,AN.N,AutoNation Inc,1.0,1717200.0,22.6,22.45,0.0066815144766148036,0.011261261261261256,,,0.04339796860572487,0.040315106580166786,,,0.01340904599831155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-02-01,ANDE.O,Andersons Inc,0.0,273166.0,40.58,40.15,0.020623742454728426,0.036396489416624656,,,0.037851662404090984,0.029223276083057307,,,-0.03500476953385201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-02-01,ANDW.O,Commscope Technologies LLC,1.0,4692783.0,10.39,10.31,-0.021657250470809686,-0.06781193490054249,,,0.02667984189723338,0.02383316782522349,,,0.05690965597971232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-02-01,ANF.N,Abercrombie & Fitch Co,1.0,2435800.0,81.51,79.62,0.024767412622579418,0.02273603082851716,,,0.025541016607951272,0.004542013626040786,,,-0.005778496092521658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-02-01,ANR.N,Alpha Natural Resources Inc,0.0,852000.0,13.72,13.5,0.017804154302670572,0.008968609865470878,,,0.0984787830264211,0.07913669064748198,,,0.02178647467166541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-02-01,AOC.N,Aon Corp,1.0,1189600.0,36.12,35.87,0.0072504182933625936,0.011562323745064608,,,0.04622869344690872,0.03988717004448916,,,0.05721976589546862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-02-01,AOS.N,A. O. Smith Corp,0.0,492700.0,38.93,38.33,0.015123859191654262,-0.0013027618551323394,,,0.08618753444125304,0.06412627832155038,,,-0.011395394243685379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-02-01,APA.N,Apache Corp,1.0,6339700.0,71.57,72.69,-0.019185966835687296,0.014231896190875169,,,0.0901751713632888,0.0987001209189835,,,-0.0015286730717224695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-02-01,APC.N,Anadarko Petroleum Corp,1.0,4386200.0,43.92,44.1,0.00388571428571427,0.024152345564329103,,,0.05349004557447823,0.04800380228136958,,,-0.08123626240498512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-02-01,APD.N,Air Products and Chemicals Inc,1.0,1256100.0,74.71,74.62,0.0006697026520217086,0.01828602620087261,,,0.057167114758737585,0.05024630541871922,,,0.012615152485082588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-02-01,APH.N,Amphenol Corp,1.0,473600.0,67.78,67.81,0.0008860011813369707,0.019086263901414213,,,0.05232106815711979,0.04130835380835585,,,-0.012905665463697608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-02-01,APKT.O,Acme Packet Inc,0.0,876166.0,15.15,16.01,-0.04596977329974816,-0.030871670702179114,,,-0.15833333333333333,-0.11921659239698512,,,0.13698366161865433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-02-01,APOL.O,Apollo Education Group Inc,1.0,1705126.0,42.96,43.4,-0.010138248847926246,0.009302325581395321,,,0.040697674418604717,0.05135658914728669,,,0.06416898858077791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-02-01,APPB.O,Applebee's International Inc,1.0,2487535.0,24.58,24.73,-0.02614896988906501,-0.010404161664665734,,,0.0,-0.005629272215520675,,,0.06877556097753952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-02-01,AQNT.O,Aquantive Inc,1.0,761459.0,27.06,26.82,0.00970149253731334,0.00940910801655992,,,0.04076923076923067,0.041958041958042085,,,0.030822213934357218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
