assetCode,time,sourceTimestamp,firstCreated,sourceId,headline,urgency,takeSequence,provider,subjects,audiences,bodySize,companyCount,headlineTag,marketCommentary,sentenceCount,wordCount,assetCodes,assetName,firstMentionSentence,relevance,sentimentClass,sentimentNegative,sentimentNeutral,sentimentPositive,sentimentWordCount,noveltyCount12H,noveltyCount24H,noveltyCount3D,noveltyCount5D,noveltyCount7D,volumeCounts12H,volumeCounts24H,volumeCounts3D,volumeCounts5D,volumeCounts7D
SIRI.OQ,2007-01-01,2007-01-01 12:08:37+00:00,2007-01-01 12:08:37+00:00,23768af19dc69992,PRESS DIGEST - New York Times - Jan 1,3,1,RTRS,"{'PUB', 'BUS', 'INS', 'CA', 'ENT', 'US', 'FIN', 'SFWR', 'RTRS', 'WWW', 'PRESS', 'USC', 'LEI', 'FUND', 'LEN'}","{'M', 'PMF', 'DNP', 'PTD', 'T', 'E', 'D', 'PSC', 'U', 'NAT', 'RNP'}",1776,6,PRESS DIGEST,False,14,325,"['SIRI.OQ', 'SIRI.O']",Sirius XM Radio Inc,0,0.149071,-1,0.476228,0.336996,0.186776,325,0,0,0,0,0,0,0,0,2,3
SIRI.O,2007-01-01,2007-01-01 12:08:37+00:00,2007-01-01 12:08:37+00:00,23768af19dc69992,PRESS DIGEST - New York Times - Jan 1,3,1,RTRS,"{'PUB', 'BUS', 'INS', 'CA', 'ENT', 'US', 'FIN', 'SFWR', 'RTRS', 'WWW', 'PRESS', 'USC', 'LEI', 'FUND', 'LEN'}","{'M', 'PMF', 'DNP', 'PTD', 'T', 'E', 'D', 'PSC', 'U', 'NAT', 'RNP'}",1776,6,PRESS DIGEST,False,14,325,"['SIRI.OQ', 'SIRI.O']",Sirius XM Radio Inc,0,0.149071,-1,0.476228,0.336996,0.186776,325,0,0,0,0,0,0,0,0,2,3
DIS.N,2007-01-01,2007-01-01 12:08:37+00:00,2007-01-01 12:08:37+00:00,23768af19dc69992,PRESS DIGEST - New York Times - Jan 1,3,1,RTRS,"{'PUB', 'BUS', 'INS', 'CA', 'ENT', 'US', 'FIN', 'SFWR', 'RTRS', 'WWW', 'PRESS', 'USC', 'LEI', 'FUND', 'LEN'}","{'M', 'PMF', 'DNP', 'PTD', 'T', 'E', 'D', 'PSC', 'U', 'NAT', 'RNP'}",1776,6,PRESS DIGEST,False,14,325,"['DIS.N', 'DIS.DE', 'DIS.F']",Walt Disney Co,5,0.149071,0,0.152658,0.6158779999999999,0.23146399999999998,46,0,0,0,0,0,0,0,2,8,8
DIS.DE,2007-01-01,2007-01-01 12:08:37+00:00,2007-01-01 12:08:37+00:00,23768af19dc69992,PRESS DIGEST - New York Times - Jan 1,3,1,RTRS,"{'PUB', 'BUS', 'INS', 'CA', 'ENT', 'US', 'FIN', 'SFWR', 'RTRS', 'WWW', 'PRESS', 'USC', 'LEI', 'FUND', 'LEN'}","{'M', 'PMF', 'DNP', 'PTD', 'T', 'E', 'D', 'PSC', 'U', 'NAT', 'RNP'}",1776,6,PRESS DIGEST,False,14,325,"['DIS.N', 'DIS.DE', 'DIS.F']",Walt Disney Co,5,0.149071,0,0.152658,0.6158779999999999,0.23146399999999998,46,0,0,0,0,0,0,0,2,8,8
DIS.F,2007-01-01,2007-01-01 12:08:37+00:00,2007-01-01 12:08:37+00:00,23768af19dc69992,PRESS DIGEST - New York Times - Jan 1,3,1,RTRS,"{'PUB', 'BUS', 'INS', 'CA', 'ENT', 'US', 'FIN', 'SFWR', 'RTRS', 'WWW', 'PRESS', 'USC', 'LEI', 'FUND', 'LEN'}","{'M', 'PMF', 'DNP', 'PTD', 'T', 'E', 'D', 'PSC', 'U', 'NAT', 'RNP'}",1776,6,PRESS DIGEST,False,14,325,"['DIS.N', 'DIS.DE', 'DIS.F']",Walt Disney Co,5,0.149071,0,0.152658,0.6158779999999999,0.23146399999999998,46,0,0,0,0,0,0,0,2,8,8
MSFT.DE,2007-01-01,2007-01-01 12:08:37+00:00,2007-01-01 12:08:37+00:00,23768af19dc69992,PRESS DIGEST - New York Times - Jan 1,3,1,RTRS,"{'PUB', 'BUS', 'INS', 'CA', 'ENT', 'US', 'FIN', 'SFWR', 'RTRS', 'WWW', 'PRESS', 'USC', 'LEI', 'FUND', 'LEN'}","{'M', 'PMF', 'DNP', 'PTD', 'T', 'E', 'D', 'PSC', 'U', 'NAT', 'RNP'}",1776,6,PRESS DIGEST,False,14,325,"['MSFT.DE', 'MSFT.F', 'MSFT.OQ', 'MSFT.O']",Microsoft Corp,10,0.44721400000000006,0,0.32592899999999997,0.374173,0.299898,130,0,0,0,0,0,0,0,0,4,16
MSFT.F,2007-01-01,2007-01-01 12:08:37+00:00,2007-01-01 12:08:37+00:00,23768af19dc69992,PRESS DIGEST - New York Times - Jan 1,3,1,RTRS,"{'PUB', 'BUS', 'INS', 'CA', 'ENT', 'US', 'FIN', 'SFWR', 'RTRS', 'WWW', 'PRESS', 'USC', 'LEI', 'FUND', 'LEN'}","{'M', 'PMF', 'DNP', 'PTD', 'T', 'E', 'D', 'PSC', 'U', 'NAT', 'RNP'}",1776,6,PRESS DIGEST,False,14,325,"['MSFT.DE', 'MSFT.F', 'MSFT.OQ', 'MSFT.O']",Microsoft Corp,10,0.44721400000000006,0,0.32592899999999997,0.374173,0.299898,130,0,0,0,0,0,0,0,0,4,16
MSFT.OQ,2007-01-01,2007-01-01 12:08:37+00:00,2007-01-01 12:08:37+00:00,23768af19dc69992,PRESS DIGEST - New York Times - Jan 1,3,1,RTRS,"{'PUB', 'BUS', 'INS', 'CA', 'ENT', 'US', 'FIN', 'SFWR', 'RTRS', 'WWW', 'PRESS', 'USC', 'LEI', 'FUND', 'LEN'}","{'M', 'PMF', 'DNP', 'PTD', 'T', 'E', 'D', 'PSC', 'U', 'NAT', 'RNP'}",1776,6,PRESS DIGEST,False,14,325,"['MSFT.DE', 'MSFT.F', 'MSFT.OQ', 'MSFT.O']",Microsoft Corp,10,0.44721400000000006,0,0.32592899999999997,0.374173,0.299898,130,0,0,0,0,0,0,0,0,4,16
MSFT.O,2007-01-01,2007-01-01 12:08:37+00:00,2007-01-01 12:08:37+00:00,23768af19dc69992,PRESS DIGEST - New York Times - Jan 1,3,1,RTRS,"{'PUB', 'BUS', 'INS', 'CA', 'ENT', 'US', 'FIN', 'SFWR', 'RTRS', 'WWW', 'PRESS', 'USC', 'LEI', 'FUND', 'LEN'}","{'M', 'PMF', 'DNP', 'PTD', 'T', 'E', 'D', 'PSC', 'U', 'NAT', 'RNP'}",1776,6,PRESS DIGEST,False,14,325,"['MSFT.DE', 'MSFT.F', 'MSFT.OQ', 'MSFT.O']",Microsoft Corp,10,0.44721400000000006,0,0.32592899999999997,0.374173,0.299898,130,0,0,0,0,0,0,0,0,4,16
YHOO.O,2007-01-01,2007-01-01 12:08:37+00:00,2007-01-01 12:08:37+00:00,23768af19dc69992,PRESS DIGEST - New York Times - Jan 1,3,1,RTRS,"{'PUB', 'BUS', 'INS', 'CA', 'ENT', 'US', 'FIN', 'SFWR', 'RTRS', 'WWW', 'PRESS', 'USC', 'LEI', 'FUND', 'LEN'}","{'M', 'PMF', 'DNP', 'PTD', 'T', 'E', 'D', 'PSC', 'U', 'NAT', 'RNP'}",1776,6,PRESS DIGEST,False,14,325,"['YHOO.O', 'YHOO.OQ', 'YHOO.DE']",Yahoo! Inc,13,0.149071,0,0.09137289999999999,0.633713,0.274914,83,0,0,0,0,0,0,2,8,11,12
YHOO.OQ,2007-01-01,2007-01-01 12:08:37+00:00,2007-01-01 12:08:37+00:00,23768af19dc69992,PRESS DIGEST - New York Times - Jan 1,3,1,RTRS,"{'PUB', 'BUS', 'INS', 'CA', 'ENT', 'US', 'FIN', 'SFWR', 'RTRS', 'WWW', 'PRESS', 'USC', 'LEI', 'FUND', 'LEN'}","{'M', 'PMF', 'DNP', 'PTD', 'T', 'E', 'D', 'PSC', 'U', 'NAT', 'RNP'}",1776,6,PRESS DIGEST,False,14,325,"['YHOO.O', 'YHOO.OQ', 'YHOO.DE']",Yahoo! Inc,13,0.149071,0,0.09137289999999999,0.633713,0.274914,83,0,0,0,0,0,0,2,8,11,12
YHOO.DE,2007-01-01,2007-01-01 12:08:37+00:00,2007-01-01 12:08:37+00:00,23768af19dc69992,PRESS DIGEST - New York Times - Jan 1,3,1,RTRS,"{'PUB', 'BUS', 'INS', 'CA', 'ENT', 'US', 'FIN', 'SFWR', 'RTRS', 'WWW', 'PRESS', 'USC', 'LEI', 'FUND', 'LEN'}","{'M', 'PMF', 'DNP', 'PTD', 'T', 'E', 'D', 'PSC', 'U', 'NAT', 'RNP'}",1776,6,PRESS DIGEST,False,14,325,"['YHOO.O', 'YHOO.OQ', 'YHOO.DE']",Yahoo! Inc,13,0.149071,0,0.09137289999999999,0.633713,0.274914,83,0,0,0,0,0,0,2,8,11,12
THC.N,2007-01-01,2007-01-01 13:00:02+00:00,2007-01-01 13:00:02+00:00,9fb959be43ed4ba2,Tenet Completes Sale of Alvarado Hospital Medical Center <THC.N>,3,1,BSW,"{'US', 'NEWR', 'LEN', 'DRU'}","{'CNR', 'BSW'}",1881,1,,False,12,315,['THC.N'],Tenet Healthcare Corp,1,1.0,1,0.0580591,0.13961500000000002,0.802326,183,0,0,0,0,0,0,0,0,0,1
SIEB.OQ,2007-01-01,2007-01-01 13:00:08+00:00,2007-01-01 13:00:08+00:00,abf2fa5ad1ab3ef0,RPT-Wall St Week Ahead: Mild jobs may lift stocks as '07 starts,3,1,RTRS,"{'JOB', 'US', 'NEWS', 'DRV', 'MUNI', 'STX', 'FIN', 'IND', 'GB', 'BNK', 'ENR', 'AU', 'LEN', 'RTRS', 'MCE', 'RESF', 'AUT'}","{'M', 'SOF', 'C', 'T', 'G', 'MF', 'AUF', 'EMK', 'MNI', 'O', 'NAT', 'E', 'GRO', 'NAW', 'ESN', 'U', 'OIL', 'D', 'MTL', 'ELN', 'AUP', 'UKI'}",8032,3,RPT,False,73,1674,"['SIEB.OQ', 'SIEB.O']",Siebert Financial Corp,3,0.22056399999999998,0,0.262733,0.381765,0.355503,233,0,1,2,2,2,0,1,2,2,2
SIEB.O,2007-01-01,2007-01-01 13:00:08+00:00,2007-01-01 13:00:08+00:00,abf2fa5ad1ab3ef0,RPT-Wall St Week Ahead: Mild jobs may lift stocks as '07 starts,3,1,RTRS,"{'JOB', 'US', 'NEWS', 'DRV', 'MUNI', 'STX', 'FIN', 'IND', 'GB', 'BNK', 'ENR', 'AU', 'LEN', 'RTRS', 'MCE', 'RESF', 'AUT'}","{'M', 'SOF', 'C', 'T', 'G', 'MF', 'AUF', 'EMK', 'MNI', 'O', 'NAT', 'E', 'GRO', 'NAW', 'ESN', 'U', 'OIL', 'D', 'MTL', 'ELN', 'AUP', 'UKI'}",8032,3,RPT,False,73,1674,"['SIEB.OQ', 'SIEB.O']",Siebert Financial Corp,3,0.22056399999999998,0,0.262733,0.381765,0.355503,233,0,1,2,2,2,0,1,2,2,2
MON.N,2007-01-01,2007-01-01 13:00:08+00:00,2007-01-01 13:00:08+00:00,abf2fa5ad1ab3ef0,RPT-Wall St Week Ahead: Mild jobs may lift stocks as '07 starts,3,1,RTRS,"{'JOB', 'US', 'NEWS', 'DRV', 'MUNI', 'STX', 'FIN', 'IND', 'GB', 'BNK', 'ENR', 'AU', 'LEN', 'RTRS', 'MCE', 'RESF', 'AUT'}","{'M', 'SOF', 'C', 'T', 'G', 'MF', 'AUF', 'EMK', 'MNI', 'O', 'NAT', 'E', 'GRO', 'NAW', 'ESN', 'U', 'OIL', 'D', 'MTL', 'ELN', 'AUP', 'UKI'}",8032,3,RPT,False,73,1674,"['MON.N', 'MON.F', 'MON.DE']",Monsanto Co,0,0.0735215,0,0.294074,0.381648,0.324277,1674,0,0,0,0,0,0,1,2,2,2
MON.F,2007-01-01,2007-01-01 13:00:08+00:00,2007-01-01 13:00:08+00:00,abf2fa5ad1ab3ef0,RPT-Wall St Week Ahead: Mild jobs may lift stocks as '07 starts,3,1,RTRS,"{'JOB', 'US', 'NEWS', 'DRV', 'MUNI', 'STX', 'FIN', 'IND', 'GB', 'BNK', 'ENR', 'AU', 'LEN', 'RTRS', 'MCE', 'RESF', 'AUT'}","{'M', 'SOF', 'C', 'T', 'G', 'MF', 'AUF', 'EMK', 'MNI', 'O', 'NAT', 'E', 'GRO', 'NAW', 'ESN', 'U', 'OIL', 'D', 'MTL', 'ELN', 'AUP', 'UKI'}",8032,3,RPT,False,73,1674,"['MON.N', 'MON.F', 'MON.DE']",Monsanto Co,0,0.0735215,0,0.294074,0.381648,0.324277,1674,0,0,0,0,0,0,1,2,2,2
MON.DE,2007-01-01,2007-01-01 13:00:08+00:00,2007-01-01 13:00:08+00:00,abf2fa5ad1ab3ef0,RPT-Wall St Week Ahead: Mild jobs may lift stocks as '07 starts,3,1,RTRS,"{'JOB', 'US', 'NEWS', 'DRV', 'MUNI', 'STX', 'FIN', 'IND', 'GB', 'BNK', 'ENR', 'AU', 'LEN', 'RTRS', 'MCE', 'RESF', 'AUT'}","{'M', 'SOF', 'C', 'T', 'G', 'MF', 'AUF', 'EMK', 'MNI', 'O', 'NAT', 'E', 'GRO', 'NAW', 'ESN', 'U', 'OIL', 'D', 'MTL', 'ELN', 'AUP', 'UKI'}",8032,3,RPT,False,73,1674,"['MON.N', 'MON.F', 'MON.DE']",Monsanto Co,0,0.0735215,0,0.294074,0.381648,0.324277,1674,0,0,0,0,0,0,1,2,2,2
STZ.N,2007-01-01,2007-01-01 13:00:08+00:00,2007-01-01 13:00:08+00:00,abf2fa5ad1ab3ef0,RPT-Wall St Week Ahead: Mild jobs may lift stocks as '07 starts,3,1,RTRS,"{'JOB', 'US', 'NEWS', 'DRV', 'MUNI', 'STX', 'FIN', 'IND', 'GB', 'BNK', 'ENR', 'AU', 'LEN', 'RTRS', 'MCE', 'RESF', 'AUT'}","{'M', 'SOF', 'C', 'T', 'G', 'MF', 'AUF', 'EMK', 'MNI', 'O', 'NAT', 'E', 'GRO', 'NAW', 'ESN', 'U', 'OIL', 'D', 'MTL', 'ELN', 'AUP', 'UKI'}",8032,3,RPT,False,73,1674,"['STZ.N', 'STZb.N']",Constellation Brands Inc,40,0.0735215,0,0.0173656,0.809667,0.172967,96,0,1,2,2,2,0,1,2,2,2
STZb.N,2007-01-01,2007-01-01 13:00:08+00:00,2007-01-01 13:00:08+00:00,abf2fa5ad1ab3ef0,RPT-Wall St Week Ahead: Mild jobs may lift stocks as '07 starts,3,1,RTRS,"{'JOB', 'US', 'NEWS', 'DRV', 'MUNI', 'STX', 'FIN', 'IND', 'GB', 'BNK', 'ENR', 'AU', 'LEN', 'RTRS', 'MCE', 'RESF', 'AUT'}","{'M', 'SOF', 'C', 'T', 'G', 'MF', 'AUF', 'EMK', 'MNI', 'O', 'NAT', 'E', 'GRO', 'NAW', 'ESN', 'U', 'OIL', 'D', 'MTL', 'ELN', 'AUP', 'UKI'}",8032,3,RPT,False,73,1674,"['STZ.N', 'STZb.N']",Constellation Brands Inc,40,0.0735215,0,0.0173656,0.809667,0.172967,96,0,1,2,2,2,0,1,2,2,2
STA.N,2007-01-01,2007-01-01 13:03:35+00:00,2007-01-01 13:03:35+00:00,3892aac458a3f96f,"FEATURE-In kidnapping, finesse works best",3,1,RTRS,"{'BD', 'INS', 'LATAM', 'CA', 'US', 'MX', 'IL', 'LIF', 'RTRS', 'FEA', 'LEN', 'MEAST', 'CO', 'ASIA', 'HT'}","{'PGE', 'PCU', 'PCO', 'DNP', 'MD', 'E', 'G', 'PSC', 'ESN', 'U', 'RNP'}",4413,1,FEATURE,False,55,907,['STA.N'],Travelers Companies Inc,8,0.44721400000000006,-1,0.600082,0.345853,0.0540643,62,1,2,2,2,2,1,2,4,4,4
RAD.N,2007-01-01,2007-01-01 13:30:02+00:00,2007-01-01 13:30:02+00:00,107f44070202b130,Rite Aid Can Help You Realize Your New Year's Weight Loss Resolution <RAD.N>,3,1,BSW,"{'BACT', 'US', 'NEWR', 'DRU', 'LEN'}","{'CNR', 'BSW'}",4881,1,,False,26,828,['RAD.N'],Rite Aid Corp,1,1.0,1,0.0655309,0.142502,0.791967,789,0,0,0,1,1,0,0,0,1,1
CTCH.O,2007-01-01,2007-01-01 14:44:02+00:00,2007-01-01 14:44:02+00:00,24312f29aa2a9364,Commtouch Reports: ''Happy New Year!'' Virus Ends 2006 with a Blast <CTCH.O>,3,1,BSW,"{'BACT', 'BUS', 'US', 'DPR', 'TEL', 'NEWR', 'LEN', 'WWW'}","{'CNR', 'BSW'}",6181,1,,False,45,1051,['CTCH.O'],Cyren Ltd,1,1.0,-1,0.410132,0.347302,0.24256599999999998,836,0,0,0,0,0,0,0,0,0,1
MSFT.DE,2007-01-01,2007-01-01 15:03:13+00:00,2007-01-01 15:03:13+00:00,77f06424729593c6,Seoul antitrust body forms team on Qualcomm-report,3,1,RTRS,"{'HDWR', 'US', 'REGS', 'TEL', 'APL', 'ELC', 'RTRS', 'LEN', 'EMRG', 'KR', 'ASIA'}","{'PCU', 'PCO', 'DNP', 'PTD', 'T', 'E', 'D', 'PSC', 'U', 'RNP'}",1418,4,,False,13,239,"['MSFT.DE', 'MSFT.F', 'MSFT.OQ', 'MSFT.O']",Microsoft Corp,11,0.13484000000000002,0,0.0141482,0.810077,0.175775,42,0,0,0,0,0,1,1,1,5,17
MSFT.F,2007-01-01,2007-01-01 15:03:13+00:00,2007-01-01 15:03:13+00:00,77f06424729593c6,Seoul antitrust body forms team on Qualcomm-report,3,1,RTRS,"{'HDWR', 'US', 'REGS', 'TEL', 'APL', 'ELC', 'RTRS', 'LEN', 'EMRG', 'KR', 'ASIA'}","{'PCU', 'PCO', 'DNP', 'PTD', 'T', 'E', 'D', 'PSC', 'U', 'RNP'}",1418,4,,False,13,239,"['MSFT.DE', 'MSFT.F', 'MSFT.OQ', 'MSFT.O']",Microsoft Corp,11,0.13484000000000002,0,0.0141482,0.810077,0.175775,42,0,0,0,0,0,1,1,1,5,17
MSFT.OQ,2007-01-01,2007-01-01 15:03:13+00:00,2007-01-01 15:03:13+00:00,77f06424729593c6,Seoul antitrust body forms team on Qualcomm-report,3,1,RTRS,"{'HDWR', 'US', 'REGS', 'TEL', 'APL', 'ELC', 'RTRS', 'LEN', 'EMRG', 'KR', 'ASIA'}","{'PCU', 'PCO', 'DNP', 'PTD', 'T', 'E', 'D', 'PSC', 'U', 'RNP'}",1418,4,,False,13,239,"['MSFT.DE', 'MSFT.F', 'MSFT.OQ', 'MSFT.O']",Microsoft Corp,11,0.13484000000000002,0,0.0141482,0.810077,0.175775,42,0,0,0,0,0,1,1,1,5,17
MSFT.O,2007-01-01,2007-01-01 15:03:13+00:00,2007-01-01 15:03:13+00:00,77f06424729593c6,Seoul antitrust body forms team on Qualcomm-report,3,1,RTRS,"{'HDWR', 'US', 'REGS', 'TEL', 'APL', 'ELC', 'RTRS', 'LEN', 'EMRG', 'KR', 'ASIA'}","{'PCU', 'PCO', 'DNP', 'PTD', 'T', 'E', 'D', 'PSC', 'U', 'RNP'}",1418,4,,False,13,239,"['MSFT.DE', 'MSFT.F', 'MSFT.OQ', 'MSFT.O']",Microsoft Corp,11,0.13484000000000002,0,0.0141482,0.810077,0.175775,42,0,0,0,0,0,1,1,1,5,17
QCOM.O,2007-01-01,2007-01-01 15:03:13+00:00,2007-01-01 15:03:13+00:00,77f06424729593c6,Seoul antitrust body forms team on Qualcomm-report,3,1,RTRS,"{'HDWR', 'US', 'REGS', 'TEL', 'APL', 'ELC', 'RTRS', 'LEN', 'EMRG', 'KR', 'ASIA'}","{'PCU', 'PCO', 'DNP', 'PTD', 'T', 'E', 'D', 'PSC', 'U', 'RNP'}",1418,4,,False,13,239,"['QCOM.O', 'QCOM.DE', 'QCOM.OQ']",Qualcomm Inc,1,1.0,-1,0.655596,0.21213,0.132274,228,0,0,0,0,0,0,0,15,16,16
